SOL,MG,MH
0.004,0.007,0.005
-0.021,-0.004,-0.011
-0.009,-0.033,0.014
0.035,-0.028,-0.011
0.013,0.003,0.014
0.011,-0.011,-0.001
0.017,0.016,0.008
0.001,0,-0.007
-0.009,-0.004,0.006
-0.014,-0.021,-0.014
-0.06,-0.05,0.007
-0.033,-0.042,-0.025
-0.04,-0.01,-0.006
0.005,-0.002,0.013
-0.055,-0.02,-0.001
-0.016,0.023,-0.013
-0.033,0.007,-0.002
-0.019,0.009,0.01
0.002,0.033,0.009
0,-0.011,0.011
-0.02,-0.01,0.003
-0.005,0.015,0.006
-0.046,-0.019,0.001
-0.006,-0.031,-0.02
-0.025,-0.018,-0.013
-0.034,-0.026,0.005
-0.002,0.01,0.006
0,0,0.003
-0.002,0.019,0.008
-0.003,-0.01,-0.008
-0.034,-0.003,0.011
-0.036,0.009,0
-0.005,0.001,-0.002
-0.017,0.01,0.004
-0.028,0.015,-0.003
-0.025,0.015,-0.019
-0.03,0.013,-0.02
0.008,0.005,0.019
-0.033,-0.008,0.003
-0.016,-0.04,-0.002
-0.027,-0.027,0
0,-0.051,0.009
-0.04,-0.022,-0.004
-0.006,0.027,-0.018
-0.044,0.028,0.002
0.001,-0.012,-0.005
0.012,-0.003,-0.011
0.023,0.021,-0.002
0.036,-0.021,0.016
0.036,-0.033,-0.013
0.044,-0.025,0
0.029,0.005,-0.005
0.017,0.012,-0.006
0.02,0.037,-0.012
-0.009,0.013,0.008
0,-0.014,0.014
-0.033,-0.02,0.008
0.025,0.035,0.001
0.023,-0.015,0.006
0.006,-0.013,0.002
0.038,-0.005,-0.002
0.031,0.011,-0.011
0.032,0.001,-0.011
-0.018,0.002,0.004
-0.017,-0.006,0
0.025,-0.019,-0.008
0.029,-0.012,-0.006
0.031,-0.009,-0.001
0.007,0.012,0.009
0.022,-0.002,0.005
0.026,-0.033,0.004
-0.006,-0.001,-0.004
-0.005,0.001,0.003
0.011,0.028,0.006
-0.005,0,0.005
0.042,0.033,0.011
0.034,-0.029,-0.004
0.032,-0.011,-0.006
0.03,0.008,0.002
0.016,0.034,-0.021
0.033,0.006,-0.02
0.035,0.001,-0.003
0.004,0.016,-0.017
0.027,0,-0.015
0.021,-0.021,0.008
0.002,-0.012,-0.005
0.009,-0.015,-0.004
0.038,-0.019,-0.006
0.017,0.016,-0.002
-0.006,0.023,0.015
0.023,0.013,-0.01
0.035,0.01,-0.022
0.016,0.014,-0.012
0.01,-0.017,-0.013
0.028,-0.004,-0.014
0.023,0.016,-0.014
0.022,0.003,0.007
0.042,-0.041,-0.003
-0.003,-0.021,-0.007
-0.019,-0.011,-0.006
0.03,-0.033,0.008
0.023,0.009,-0.008
0.054,0.025,0.003
0.016,-0.009,0.02
0.027,0.002,0.034
0.026,-0.013,0.011
0.026,-0.012,-0.039
0.059,0.016,-0.005
0.049,-0.006,0.011
0.046,-0.024,0.009
0.033,-0.033,0
0.019,-0.02,-0.017
0.022,0.009,-0.02
0.021,-0.001,-0.018
0.043,0.006,-0.018
0.01,-0.004,-0.013
0.042,-0.022,-0.008
0.029,-0.003,0.004
0.043,-0.016,-0.011
0.033,0.011,-0.003
0.023,0.004,-0.015
0.002,-0.025,-0.005
0.023,-0.02,-0.003
0.028,-0.003,-0.003
0.01,0.015,0.013
0.046,-0.004,-0.006
0.027,0.004,-0.004
0.053,-0.028,-0.003
0.02,-0.007,-0.007
0.027,-0.028,-0.008
0.024,-0.009,-0.012
0.038,-0.022,-0.008
0.019,-0.024,0.005
0.046,-0.025,-0.006
0.038,-0.019,0
0.003,-0.009,0.011
0.027,0,0.038
0.019,0.015,-0.002
0.033,0.009,0.003
0.013,-0.035,-0.008
0.03,-0.012,-0.024
0.01,0.002,0.023
0.021,-0.019,0.005
0.027,-0.023,-0.013
0.024,0.004,0.001
0.035,0.013,0.002
0.023,0.006,-0.006
0.021,-0.022,-0.007
0.01,-0.015,-0.008
0.016,-0.067,-0.017
0.009,-0.025,-0.022
0.023,-0.016,-0.009
0.03,-0.029,-0.008
0.033,-0.024,0.002
0.037,-0.008,0.003
0.022,0.01,-0.019
0.015,-0.028,0.002
0.026,-0.007,0.017
0.011,-0.024,-0.007
0.011,-0.018,0.008
0.004,-0.021,0.013
0.01,-0.001,-0.006
0.026,-0.006,0.005
0.021,0.038,-0.017
0.022,0.029,-0.003
0.003,0.017,0.001
0.009,-0.012,0.005
0.007,-0.016,-0.001
0.018,-0.011,0.011
0.023,-0.038,-0.014
0.025,-0.025,-0.002
-0.012,-0.004,0.012
0.016,-0.016,-0.002
0.045,-0.006,-0.013
0.024,-0.017,0.005
0.007,-0.027,0.009
0.009,-0.022,0.008
0.011,0.038,0.008
-0.004,0.014,-0.008
0.024,0.004,0.009
0.005,-0.016,-0.01
0.011,-0.034,-0.007
0.046,-0.005,0.009
0.016,0.011,-0.006
-0.015,-0.011,-0.008
0.003,0.002,-0.003
0.008,0,-0.019
0.027,-0.005,-0.002
0.021,-0.009,-0.015
0.046,-0.014,0.003
-0.01,0.006,-0.009
-0.001,-0.028,-0.005
0.006,-0.026,0.004
0.011,-0.017,-0.01
0.028,-0.005,-0.014
0.018,-0.021,-0.006
0.012,0,-0.021
0.018,0.007,-0.02
0.04,0,0.016
0.02,-0.009,0.004
0.022,-0.009,0.01
0.004,-0.014,0.002
0.03,-0.04,0.008
-0.004,-0.006,-0.005
0.029,-0.012,0.002
0.012,0.013,-0.001
0.019,-0.02,-0.009
0.029,-0.014,0.009
0.019,-0.021,-0.006
0.024,-0.043,0.016
0.039,0.011,0.015
0.012,0.012,0.002
-0.004,0.002,0.003
0.011,-0.002,0.005
0.008,0.011,-0.027
0.032,-0.015,0.006
0.003,0.01,0.002
0.008,0.006,0.01
0.008,-0.022,-0.007
0.03,-0.008,-0.003
0.026,-0.037,-0.004
0.014,0.018,-0.022
0.004,-0.005,-0.003
0.016,-0.026,0.003
-0.005,-0.028,-0.001
0.023,-0.013,0.008
0.033,0.002,-0.005
0.028,0.003,0.017
0.006,-0.017,0.007
0.014,-0.031,0
0.034,-0.052,0
0.039,-0.019,-0.006
0.029,-0.039,-0.004
0.011,0,-0.001
0.04,-0.015,-0.029
0.043,-0.007,-0.022
0.036,0.01,-0.024
0.026,0.032,-0.008
0.041,0.015,-0.006
0.002,0,-0.002
0.019,-0.021,0.012
0.038,-0.033,-0.006
0.042,-0.039,-0.022
0.046,-0.013,-0.026
0.033,0.018,-0.007
0.025,0.018,0.006
0.005,-0.04,0.011
0.059,0,0.013
0.044,0.005,-0.008
-0.001,-0.005,0.004
0.007,-0.01,0.003
0.018,0.009,0.003
0.015,-0.005,-0.002
0.017,-0.009,0.005
0.012,-0.022,0.006
0.017,-0.006,-0.018
0.027,-0.022,-0.009
0.005,0.005,-0.006
0.03,0.008,0
0.002,-0.021,-0.021
0.023,-0.019,-0.018
0.007,-0.035,-0.008
0.002,-0.023,0.002
0.032,0.013,-0.017
0.02,-0.004,-0.011
0.006,0.009,-0.026
-0.02,-0.007,-0.003
0.004,-0.016,-0.01
-0.014,-0.036,-0.003
-0.017,0.002,-0.001
0.011,0.001,0.013
0.042,-0.016,0.003
-0.01,-0.014,-0.009
-0.014,-0.009,-0.02
0.008,0.04,0.012
0.009,-0.009,0.018
0.016,-0.018,0.005
0.011,-0.003,-0.016
0.018,0.001,-0.005
-0.004,-0.012,-0.009
0.003,0.001,0.007
-0.013,-0.042,-0.007
0.019,0.007,0.006
-0.004,-0.007,-0.008
0.01,-0.003,-0.005
0.011,0.002,-0.022
-0.044,-0.018,-0.001
-0.014,0,-0.006
-0.014,0.008,-0.017
-0.001,-0.009,-0.004
0.036,-0.028,-0.007
0.025,-0.042,-0.004
0.05,-0.025,-0.013
0.076,-0.008,-0.006
0.025,-0.011,-0.002
-0.007,0.013,-0.005
-0.014,0.022,-0.008
0.014,0.024,-0.009
-0.008,-0.01,0.002
0.027,-0.017,-0.004
0.031,-0.001,0.012
0.013,0.016,0.005
0.007,0.015,0.008
0.015,0,-0.004
0.013,-0.008,0
0.01,0.026,-0.023
0.049,-0.034,0.007
0.023,0.002,0.007
0.018,0.004,-0.002
0.03,-0.04,-0.016
0.007,0.003,-0.012
0.004,0.005,0.004
0.051,-0.02,0.008
0.023,-0.011,0.002
0.029,-0.014,-0.006
0,-0.011,0.007
0.028,-0.048,0.006
0.025,0.027,0.011
0.028,0.027,-0.007
0.003,-0.017,0.004
0.035,0.002,0.013
0.021,-0.01,-0.002
0.003,-0.018,-0.002
0.005,-0.001,0.002
0.027,-0.025,-0.005
0.014,0.027,0.017
0.016,0.008,0.001
0.015,0.019,0.007
0.024,-0.018,-0.02
0.021,0.001,-0.009
0.012,-0.004,0.002
0.019,0.016,-0.013
0.034,0.008,-0.007
0.036,-0.003,-0.004
-0.002,0.001,-0.006
-0.004,-0.035,0.02
0.022,-0.024,0.018
0.009,0.005,0.019
0.004,-0.037,0.002
0.009,0.007,-0.003
0.021,0.019,0.001
0.023,0.013,0
0.025,0.012,-0.017
0.031,0.016,-0.017
0.035,0.001,0.031
0.001,-0.007,0.005
0.022,-0.024,-0.004
0.029,-0.02,0.013
0.015,0.005,0.005
0.017,0.013,-0.001
0.01,0.014,-0.018
0.036,0.039,0.009
0.011,-0.022,0.026
0.007,-0.02,-0.001
0.015,-0.02,0.013
0.025,-0.028,0.004
0.011,0,0.01
0.052,-0.013,0.008
0.024,-0.001,0.019
0.033,0.02,0.016
0.025,0.002,0.008
0.03,-0.01,-0.001
0.053,0.014,-0.014
0.025,-0.007,0.002
0.012,-0.005,0.016
0.016,0.013,-0.009
0.024,-0.012,-0.014
0.027,-0.017,0.003
0.013,-0.001,-0.001
0.033,0.001,0.01
0.043,-0.011,0.01
0.028,0.012,0.011
0.032,0.027,-0.009
0.025,0.011,0.004
0.014,-0.005,-0.001
0,0.004,0.005
0.029,0.012,0.006
0.035,-0.015,-0.018
0.026,0,0.009
0.021,-0.014,0.019
0.027,0.011,0.006
0.03,0.004,-0.002
0.017,0.036,0.015
0.003,0.002,0.009
0.009,-0.025,-0.005
0.009,-0.003,0.027
-0.034,-0.004,-0.005
-0.03,-0.017,-0.018
0.061,-0.036,-0.011
0.037,0.018,-0.001
0.009,0.014,-0.003
0.028,-0.017,0.016
0.005,0.005,0
0.033,0.013,0.006
0.027,0.022,0.004
0.003,0.015,0.006
-0.021,-0.034,0.005
0.028,0.009,0.008
0.031,0.031,0.015
-0.017,-0.018,-0.004
0.038,-0.018,-0.01
0.019,0.035,-0.011
0.03,0.014,0.001
-0.005,-0.006,-0.005
0.044,-0.014,0.002
-0.005,-0.01,-0.014
0.019,0.022,0.004
0.007,0.02,-0.001
0.031,0.025,0.006
0.03,0.015,0.019
0.017,-0.019,-0.004
0.004,-0.007,-0.001
0.002,-0.008,0.004
0.034,0.026,0.002
0.019,0.05,0.001
0.024,0.006,0.004
0.018,0.008,0.006
0.038,0.003,0.004
0.044,0.025,0.012
0.029,0,0.004
0.028,0.007,-0.006
0.025,-0.042,0.012
0.017,-0.006,0.001
0.016,0.009,0.011
-0.005,-0.01,-0.001
0.013,0.022,0.001
0.024,0.003,0.009
0.019,0.007,-0.004
0.031,-0.033,0.016
0.001,0.002,-0.007
0.037,0.004,0.011
0.002,-0.023,0.024
-0.019,-0.011,0.012
-0.006,0.01,0.017
-0.03,0.015,-0.01
0.027,0.009,0
0.015,0.012,-0.015
0.042,0.009,0.011
0.007,-0.014,0.02
-0.003,-0.002,-0.002
0.013,0.019,0.001
0.032,0.017,0.009
0.005,-0.012,0.011
-0.012,-0.005,0.026
0.016,0.024,-0.005
0.011,0.016,-0.01
0.01,-0.007,0.002
0.046,0.013,-0.002
0.018,-0.03,0.009
-0.014,-0.007,0.016
0.005,0.01,-0.006
0.003,0.007,0.011
-0.01,-0.024,0.014
0.03,-0.016,0.013
0.006,-0.006,0.009
0.025,0.025,0.028
0.027,0.002,-0.003
-0.001,0.009,0.004
0.008,0.015,0.011
0.009,0.019,0.014
0.033,-0.015,0.01
0.03,-0.006,0.006
0.033,-0.034,0
0.024,-0.057,-0.008
0.021,-0.002,-0.005
0.026,-0.02,0.009
0.028,0.024,0.004
0.016,-0.014,0.016
0.02,0.001,0.007
0.022,0.028,0.002
-0.001,-0.037,-0.005
0.004,-0.011,0.009
0.021,0.016,0.011
0.027,0.01,0.002
0.023,-0.005,0
0.014,0.004,0.018
0.013,0.01,-0.01
0.022,-0.017,0.006
0.017,0.008,0.007
0.012,0.007,0.01
0.016,0.004,0.015
0.007,-0.01,0.004
0.046,0,0
0.034,0.016,0.005
0.016,0.014,0
0.022,0.014,0.009
0.023,-0.015,0.007
0.036,0.008,-0.002
0.007,0.007,0.012
0.012,0.018,0.012
-0.004,-0.021,0.005
0.049,-0.003,0.011
0.038,-0.012,-0.008
0.026,0.003,0.002
-0.001,-0.005,-0.011
0.047,-0.016,-0.001
0.042,0.002,0.01
0.028,-0.033,0.001
0.002,0.006,0.02
0.03,0.014,0.009
0.039,0.027,-0.004
0.018,0.019,0.002
0.019,-0.01,0.009
0.025,0.001,0.009
-0.008,-0.005,-0.004
0.027,0.003,0.026
-0.009,-0.012,-0.011
0.013,-0.012,-0.015
0.051,0.016,-0.018
0.013,-0.027,0.009
0.042,-0.017,0.001
0.035,0.007,0
0.012,-0.006,0.011
0.021,-0.035,0.019
0.024,-0.025,0.006
-0.013,0.007,0.009
0.028,-0.022,0.03
0.048,-0.024,0.003
0.031,0.009,0.007
0.015,0.016,0.005
0.021,0.002,0.003
0.018,0.009,0.009
0.007,-0.012,0.02
0.003,-0.006,0.013
0.035,-0.013,0.002
0.027,0.001,0.011
0.012,-0.02,-0.003
0.029,0.003,0.003
-0.001,-0.015,0.015
0.052,-0.001,0.002
0.017,-0.006,0.004
0.015,-0.004,0.007
0.041,0.007,-0.002
0.027,-0.018,0.008
0.008,0.004,0.002
0.039,-0.002,-0.011
0.014,0.027,0.014
0.002,0.016,0.005
0.024,-0.025,-0.006
0.003,-0.023,0.013
0.062,0.007,-0.004
0.028,-0.029,0.015
0.02,0,0.007
0.002,-0.016,0.01
0.007,-0.027,0.011
0.015,-0.03,0.01
0.031,0.028,0.002
0.015,0.008,-0.001
0.013,-0.012,0.002
0.003,-0.052,0.006
0.028,-0.007,0.01
0.02,-0.008,-0.002
0.02,-0.008,-0.011
0.043,0,-0.002
0.025,-0.005,0
0.02,-0.012,0.002
0.03,-0.004,0.007
0.042,-0.018,-0.006
0.02,-0.007,0.008
0.014,-0.009,0.002
0.026,0.023,-0.007
-0.014,0.012,0.003
0.009,-0.001,-0.015
0.02,-0.037,-0.003
0.032,-0.008,0.01
-0.022,-0.015,0.005
0.004,-0.027,0.006
0.018,-0.015,-0.015
-0.001,-0.007,0.004
0.013,-0.005,0.004
-0.022,-0.007,-0.006
0.022,0.016,0.009
0.046,0.018,0.004
0.027,0.002,-0.018
0.016,0,0.005
0.002,0.013,0.007
-0.008,0.01,-0.008
0.004,-0.01,0.003
0.032,-0.011,0.031
0.016,-0.02,0.036
0.014,0.015,0.032
0.016,-0.001,0.002
0.041,-0.014,-0.032
0.025,-0.009,0.021
0.013,-0.016,-0.003
0.015,-0.022,-0.018
0.013,0.012,-0.016
0.022,-0.002,0.032
0.022,-0.032,-0.013
0.02,-0.01,-0.014
0.031,-0.004,0.005
-0.011,-0.003,-0.013
0.022,-0.016,-0.001
0.03,-0.006,-0.009
0.043,0.019,-0.003
0.021,0.015,-0.015
-0.009,0.014,-0.005
0.024,-0.002,-0.027
0.012,0.015,-0.022
0.017,0.029,0.035
0.018,-0.021,0.085
-0.002,-0.017,0.039
0.013,-0.042,-0.036
0.014,0.003,-0.104
0.009,-0.04,-0.05
-0.003,-0.042,0.016
0.015,-0.023,0.033
0.036,-0.022,0.02
0.029,-0.037,0.059
0.015,-0.007,0.077
0.017,0.021,-0.112
0.018,0.031,0
0.022,-0.006,0.003
0.019,-0.018,0.013
0.018,-0.005,-0.095
0.037,-0.011,-0.012
0.003,-0.014,0.04
0.025,-0.004,0.04
0.038,-0.028,0.021
0.004,0.027,0.02
-0.001,-0.007,0.017
0.013,0.007,0.032
0.04,0.024,-0.166
0.02,-0.019,-0.079
0.024,-0.007,-0.014
0,0.014,0.033
0.009,-0.033,0.035
0.024,-0.033,0.02
0.007,-0.002,-0.008
-0.009,0.021,0.026
0.011,-0.025,0.019
0,0.034,0.002
0.031,-0.011,0.028
0.008,0.012,0.046
0.048,0.016,0.016
0.04,0.016,-0.001
0.035,0.008,0.012
0.018,0.006,0.004
0.035,-0.005,0.018
0.035,0.013,0.053
0.022,0.006,0.025
0.011,-0.02,0.034
0.02,-0.001,-0.028
0.013,0.013,-0.058
-0.006,0.021,-0.089
0.03,0.007,0.035
-0.002,0.011,0.011
0.01,0.006,-0.038
-0.013,-0.025,0.01
-0.009,-0.003,0.006
0.021,-0.008,0.017
0.001,-0.033,0.005
0.009,-0.033,0.004
0.027,-0.006,0.002
0.017,0.015,-0.022
0.01,-0.016,-0.037
-0.002,0.009,0.018
0.011,-0.014,0.009
0.021,-0.009,0.005
0.002,-0.013,0.018
-0.004,0.002,0.02
0.037,-0.01,0.012
0.013,-0.028,0.021
0.01,-0.009,0.019
0.012,-0.011,0.011
0.02,0.024,-0.001
0.026,0.025,0.002
-0.018,-0.032,-0.002
-0.006,-0.007,0.016
0.002,0.027,0.006
0.022,0.024,0.004
0.025,-0.029,-0.009
0.005,0.024,0.01
-0.014,0.001,0
0,0.008,0.008
0.02,-0.004,-0.016
0.024,-0.04,0.012
0.007,-0.035,0.002
0.012,-0.023,-0.012
0.005,-0.013,0.003
0.014,0.014,0.012
0.02,0.023,0.001
0.025,0.016,0.022
0.012,-0.006,0.008
-0.002,0.005,0.007
0.014,-0.027,-0.007
0.027,-0.023,0.013
0.018,-0.034,0.021
0.025,0.008,-0.013
0.009,0.001,0.016
0.001,0.01,0.017
0.022,-0.022,-0.017
0.033,0.025,0.009
0.021,0.029,0.01
-0.007,0.012,0.004
-0.002,0.024,0.005
0,0.021,0.005
0.012,-0.004,0.027
0.021,0.023,0.014
0.013,-0.007,0.004
0.011,-0.008,-0.005
0.016,-0.007,-0.006
0.02,-0.01,0.007
0.016,-0.008,-0.005
0.034,-0.014,-0.004
0.026,0.002,-0.008
0.009,-0.008,-0.011
0.027,-0.002,0.027
0,-0.017,0.016
0.017,-0.004,0.007
0.01,-0.002,-0.012
0.019,-0.015,-0.035
0.005,-0.008,-0.004
0.009,0.006,-0.021
0.036,-0.021,0.02
0.018,0.003,0.007
0.015,0.013,-0.01
0.021,-0.019,0.001
0.029,-0.008,0.009
0.016,0.001,0
0.025,-0.007,-0.008
0.02,-0.006,-0.014
0.011,0.022,0.041
0.014,-0.005,0.029
0.024,0.003,-0.012
-0.003,0.013,-0.067
0.008,0.008,0.072
0.022,0.003,0.034
0.027,-0.001,0.027
0,-0.02,0.06
0.037,-0.013,-0.013
0.013,0.026,-0.023
0.025,0.001,-0.022
0.023,-0.007,-0.032
0.011,-0.006,0.027
0.008,-0.02,0.023
0.016,-0.018,0.063
0.02,-0.011,0.018
0.02,-0.027,-0.008
0.007,-0.01,0.078
0.002,0.002,0.272
0.022,-0.021,0.022
0.029,-0.017,-0.127
0.03,0.004,0.025
0.014,-0.017,-0.149
0.001,0.03,-0.029
-0.013,-0.009,-0.009
0.012,-0.011,-0.219
0.005,0.018,0
0.03,-0.013,0.087
0.03,-0.013,-0.042
0.002,-0.033,-0.075
-0.003,0.001,0.007
0.047,-0.046,-0.173
0.019,-0.03,0.004
0.026,0.005,0.061
0.01,-0.002,0.04
0.026,-0.018,0.017
0.04,0.022,0.028
0.032,-0.001,0.007
0.012,0.013,0
0.011,-0.004,0.032
0.026,-0.004,-0.025
0.019,-0.023,-0.025
-0.006,-0.032,0.003
0.041,0.022,0.037
0,-0.02,0.09
0.022,0.005,0.134
0.029,0.002,0.056
0.018,0.005,-0.047
0.034,0.015,0.011
0.001,0.011,0.005
0.027,0.013,-0.013
0.006,-0.032,-0.018
0.016,-0.01,-0.009
0.022,-0.006,-0.034
0.006,-0.019,-0.043
0.035,0.007,-0.015
0.023,0.001,0.034
0.001,-0.004,0.021
0.019,0,0.013
0.045,-0.005,-0.002
-0.008,-0.006,-0.016
0.011,0.009,-0.002
-0.002,0.015,0.006
0.03,0.028,0.022
0.007,-0.001,-0.012
0.04,0,-0.006
0.007,-0.018,0.011
0.008,-0.006,0.01
0.003,0.006,0.032
0.03,-0.003,0.007
0.008,0.006,0.017
0.002,-0.01,0.078
0.011,0.033,0.043
0.034,-0.008,-0.027
0.027,-0.012,-0.049
0.038,-0.009,-0.003
0.027,-0.003,0.02
0.031,-0.005,-0.016
0.016,-0.021,0.012
-0.002,0.008,0.033
0.036,0.013,0.039
-0.001,0.014,0.012
0.025,0.012,0.073
0.008,0.015,-0.012
0.033,0.025,-0.044
0,-0.007,0.036
0.047,-0.007,-0.024
0.002,-0.023,-0.063
-0.01,-0.024,-0.051
0.014,-0.03,-0.154
0,-0.023,0.075
0.024,0.001,0.094
-0.001,0.007,0.049
0.014,-0.021,-0.166
0.01,-0.013,-0.047
-0.012,0.003,0.17
0.005,-0.025,0.132
0.028,0.026,0.011
0.037,-0.004,-0.063
0.01,-0.002,0.052
0.028,-0.02,0.057
-0.008,0.008,-0.042
0.017,0.015,-0.073
0.01,-0.013,0.022
0.017,0.017,0.04
0.022,0.021,0.095
0.01,-0.023,0.028
-0.004,-0.009,0.06
0.021,-0.019,0.054
0.017,-0.009,0.205
0.007,-0.006,-0.245
-0.002,-0.022,-0.069
0.013,0.001,-0.04
0.024,-0.001,-0.017
-0.001,-0.016,-0.038
0.01,0.014,0.102
0.019,0.001,-0.12
0.009,-0.009,-0.116
0.028,0.016,-0.237
0.012,0.023,-0.021
0.027,0.005,0.293
0.024,-0.008,0.038
-0.002,-0.017,-0.17
0.007,-0.024,-0.07
0,-0.013,0.034
0.013,-0.001,0.124
-0.019,0.007,0.066
0.02,0.007,-0.163
0.023,0.004,0.011
0.016,-0.001,0.057
0.037,0.022,-0.004
0.033,-0.004,0.024
0.009,-0.032,0.005
0.021,0.008,-0.015
0.024,0.013,0.033
0.026,0.001,0.045
0.021,0.013,0.032
-0.006,-0.022,0.01
-0.015,0.004,0.006
0.019,0.019,-0.012
0.01,0.003,-0.018
0.04,-0.026,0.003
0.029,0.021,0.008
0.025,-0.015,0.077
0.019,-0.015,0.052
-0.022,-0.014,-0.107
-0.009,0.01,-0.077
0.017,0.003,-0.013
0.009,-0.012,0.079
-0.002,0.026,0.101
0.01,0.001,0.031
-0.009,-0.002,0.011
0.03,-0.014,0.027
0.035,0.01,0.019
-0.022,-0.005,0.04
-0.015,0.008,0.01
0.019,-0.001,-0.15
0.012,0.023,-0.103
0.015,0.003,0.036
0.022,0.017,0.036
0,0.022,0.031
0.018,-0.016,0.031
0.014,-0.031,0.065
0.025,0.007,0.053
-0.004,0.01,0.038
0.001,0.012,0.053
0.031,0.009,0.032
0.053,-0.006,0.058
0.013,0.006,0.01
0.03,-0.022,-0.204
0.013,-0.009,-0.095
0.028,-0.023,0.019
0.041,0.018,-0.109
0.005,-0.004,-0.012
0.025,0.014,0.001
0.011,0.018,-0.06
0.014,0.003,0.201
0.019,0.041,-0.047
0.008,-0.013,-0.147
0.037,0.007,-0.065
0.027,-0.001,-0.047
0.009,0.001,-0.076
0.002,0.001,0.004
0.051,-0.009,0.113
0.019,-0.009,0.305
-0.008,-0.009,0.066
0.017,0.002,0.103
0.006,-0.022,0.135
0.04,-0.007,0.264
0.016,0.009,0.047
0.042,0.003,-0.115
0.029,0.04,-0.076
-0.008,0.011,-0.097
-0.042,0.004,-0.119
-0.024,0.032,-0.234
-0.007,0.035,-0.197
0.017,-0.008,0.072
-0.014,-0.023,0.112
0.018,-0.011,0.025
0.009,0.014,0.072
0.014,-0.022,0.29
0.022,-0.012,0.114
0.022,-0.007,-0.169
-0.021,-0.042,-0.229
0.005,0.02,-0.138
0.016,0.015,-0.071
0.034,0.007,0.191
0.025,0.015,0.241
0.03,0.01,-0.074
0.004,0.027,-0.063
0.004,-0.012,0.095
0.002,-0.015,0.2
-0.004,-0.023,-0.108
0.005,-0.021,-0.171
0.002,-0.004,-0.393
0.001,0.016,-0.103
0.029,-0.012,0.114
0.012,0.013,0.061
-0.002,-0.003,0.047
0.026,-0.039,0.036
0.012,-0.006,0.097
0.009,-0.012,-0.024
-0.012,0.009,0.065
-0.004,0.003,0.058
-0.03,0.015,0.043
0.006,0.002,0.087
-0.004,0.027,0.065
-0.002,-0.029,0.038
-0.005,0.014,0.004
-0.012,-0.002,0.012
-0.008,-0.007,-0.06
0.005,-0.006,-0.106
0.002,0.002,0.029
0.016,-0.002,-0.019
0.017,0.013,0.038
0.015,0.015,0.037
0.004,0.024,-0.289
-0.019,-0.002,-0.152
-0.003,0.009,0.034
0.011,-0.012,0.114
0.017,-0.026,0.083
0.018,0.006,0.083
-0.015,-0.021,0.092
0.024,-0.032,0.12
0.008,-0.018,0.04
-0.005,-0.013,-0.006
0.045,-0.018,-0.034
0.024,-0.033,0.038
0.027,-0.005,-0.015
0.065,0.025,-0.036
0.061,0.009,0.009
0.027,-0.015,0.066
0.033,0.021,0.105
0.057,-0.004,-0.058
0.023,-0.006,-0.311
0.015,-0.017,-0.101
0.041,-0.008,0.052
0.061,0.036,0.064
0.022,0.017,0.036
0.051,0.004,0.013
0.019,0.019,0.038
0.029,-0.013,0.042
0.041,-0.027,0.03
0.067,-0.013,0.009
0.049,0.002,0.021
0.02,0.005,0.028
0.024,-0.016,-0.025
0.044,-0.004,-0.14
0.044,0.007,-0.157
0.043,-0.001,0.032
0.031,0.009,0.016
0.052,-0.005,-0.017
0.054,-0.008,0.035
0.033,0.007,0.079
0.032,0.006,0.098
0.054,0.001,0.118
0.01,0.044,0.173
0.032,0.012,-0.171
0.03,0.002,-0.106
0.001,-0.006,0.006
0.034,0.005,0.168
0.041,-0.027,0.147
0.042,0.002,0.101
0.053,0.01,-0.063
0.026,0.003,0.162
0.017,0.03,-0.121
0.025,0.007,-0.436
0.02,-0.003,-0.08
0.063,0.01,-0.049
0.018,0.005,0.052
0.038,-0.018,0.039
0.055,-0.022,0.027
0.026,0.023,-0.008
0.067,-0.014,-0.025
0.055,0.013,0.004
0.043,0.014,0.012
0.045,0.006,-0.001
0.054,-0.021,0.023
0.023,-0.066,0.056
0.026,-0.001,0.014
0.017,0.01,0.014
0.051,0.018,0.092
0.038,0.012,0.05
0.046,0.002,0.122
0.041,-0.02,0.178
0.055,0.017,-0.002
0.016,0.015,-0.028
0.033,0.03,0.05
0.032,0.014,0.067
0.057,-0.023,0.079
0.01,-0.025,0.071
0.046,-0.012,0.02
0.056,-0.011,-0.341
0.022,0.022,-0.448
0.025,0.012,-0.381
0.02,0.022,-0.082
0.021,-0.004,0.168
0.016,-0.006,0.174
0.018,-0.024,0.079
-0.002,-0.009,0.067
0.02,0.005,0.077
0.022,0.021,0.097
0.024,0.038,0.038
0.028,-0.018,0.042
0.026,-0.031,0.125
0.028,0.021,0.052
0.01,-0.007,-0.185
0.016,-0.038,-0.106
0.025,0.038,0.052
0.005,-0.009,-0.043
0.025,0.007,0.092
0.021,0.007,0.041
0.039,-0.008,-0.029
0.043,0,-0.074
0.03,0.02,-0.172
0.043,0.014,0.022
0.02,-0.011,0.083
0.049,-0.01,0.086
0.002,0.03,0.067
0.003,0.018,0.057
0.018,0.049,0.036
0.004,0.038,0.016
0.004,-0.024,0.039
0.019,0.019,0.034
0,-0.041,0.006
-0.002,-0.026,0
-0.013,-0.011,-0.022
-0.042,-0.031,0.025
0.009,-0.03,-0.01
-0.02,0.015,0.009
0.033,0.029,0.026
0.017,0.033,0.044
0.021,0.034,0.027
0.015,0.005,0.005
